epoch,train_loss,train_acc,val_loss,val_acc,lr
0,3.4336232151303974,0.03963963963963964,3.4096123112572565,0.03597122302158273,0.0001
1,3.426587493079049,0.02882882882882883,3.3919297986560397,0.08633093525179857,9.757729755661011e-05
2,3.4188980068479267,0.05765765765765766,3.3942599164115057,0.09352517985611511,9.05463412215599e-05
3,3.414645889827183,0.03783783783783784,3.389451411035326,0.04316546762589928,7.959536998847742e-05
4,3.4088446583066667,0.05765765765765766,3.385216130150689,0.02877697841726619,6.57963412215599e-05
5,3.4053600788116456,0.021621621621621623,3.3866995573043823,0.050359712230215826,5.05e-05
6,3.3988131863730295,0.05405405405405406,3.3861501614252725,0.04316546762589928,3.5203658778440106e-05
7,3.3963481494358607,0.06126126126126126,3.3864349524180093,0.05755395683453238,2.1404630011522586e-05
8,3.3915660858154295,0.06306306306306306,3.384952121310764,0.05755395683453238,1.0453658778440109e-05
9,3.38932763508388,0.05045045045045045,3.3847978115081787,0.06474820143884892,3.4227024433899e-06
10,3.4026834964752197,0.036036036036036036,3.4008031023873224,0.07913669064748201,0.0001
